| phones | P520 | (2, 1), (11, 1), (16, 6), (20, 2), (24, 2), (29, 1), (33, 1), (34, 28), (44, 1), (53, 1) |
| tablets | T143 | (2, 1), (11, 1), (16, 1), (20, 1), (24, 1), (29, 1), (33, 1), (44, 1) |
| streaming | S365 | (2, 1), (8, 1), (11, 2), (15, 1), (30, 1), (33, 2), (35, 1), (44, 1) |
| boxes | B200 | (2, 1), (11, 1), (33, 1), (44, 1), (57, 4) |
| devices | D120 | (2, 2), (11, 1), (16, 1), (24, 2), (31, 1), (33, 1), (34, 3), (36, 1), (44, 2) |
| tvs | T120 | (2, 1), (4, 14), (11, 1), (30, 1), (31, 4), (33, 1), (44, 1) |
| cameras | C562 | (2, 1), (11, 2), (16, 1), (33, 2), (34, 7), (44, 1) |
| pretty | P630 | (2, 1), (4, 1), (11, 2), (29, 1), (32, 1), (33, 1), (44, 1), (45, 2), (46, 1), (57, 1) |
| much | M200 | (2, 2), (4, 2), (8, 2), (11, 4), (14, 1), (15, 1), (19, 1), (20, 1), (22, 1), (23, 1), (24, 1), (25, 2), (26, 1), (27, 1), (29, 1), (30, 1), (33, 1), (34, 6), (35, 1), (42, 1), (43, 1), (44, 2), (45, 7), (48, 1), (49, 2), (55, 1), (56, 1), (57, 17), (60, 1), (63, 1), (64, 1) |
| type | T100 | (2, 2), (11, 2), (24, 1), (33, 1), (37, 1), (44, 2), (45, 1), (49, 2), (57, 3) |
| gadget | G323 | (2, 2), (11, 1), (21, 1), (33, 1), (44, 2), (45, 4) |
| inordinately | I563 | (2, 1), (44, 1) |
| proud | P630 | (2, 2), (44, 2) |
| wordle | W634 | (2, 1), (11, 114), (33, 18), (44, 1) |
| streak | S362 | (2, 1), (11, 3), (33, 2), (44, 1) |
| julian | J450 | (2, 2), (44, 2), (49, 1) |
| benson | B525 | (2, 1), (44, 1) |
| always | A420 | (2, 6), (4, 1), (10, 2), (11, 2), (14, 1), (28, 1), (34, 8), (44, 6), (46, 2), (48, 1), (57, 2) |
| drawn | D650 | (2, 1), (11, 1), (22, 1), (44, 1), (64, 1) |
| strange | S365 | (2, 1), (44, 1), (46, 1), (57, 4) |
| intersections | I536 | (2, 1), (44, 1) |
| gaming | G520 | (2, 6), (7, 3), (11, 2), (14, 3), (22, 3), (24, 2), (26, 1), (28, 3), (31, 1), (32, 3), (33, 2), (34, 1), (36, 3), (42, 3), (43, 7), (44, 6) |
| real | R400 | (2, 2), (33, 1), (34, 1), (44, 2), (45, 2), (54, 1), (57, 5) |
| interviewed | I536 | (2, 1), (44, 1) |
| nasa | N200 | (2, 1), (44, 1), (52, 2), (59, 2), (61, 1), (63, 2), (64, 42), (65, 1), (66, 5), (67, 1) |
| scientist | S253 | (2, 1), (44, 1), (57, 1) |
| become | B250 | (2, 2), (10, 1), (25, 2), (44, 2), (60, 2) |
| space | S120 | (2, 1), (17, 1), (22, 2), (28, 1), (43, 1), (44, 1), (45, 7), (47, 1), (52, 1), (59, 1), (60, 4), (61, 5), (63, 3), (64, 125), (65, 1), (67, 3) |
| pope | P100 | (2, 1), (44, 1) |
| eve | E100 | (2, 1), (44, 1) |
| traveled | T614 | (2, 1), (44, 1) |
| ukraine | U265 | (2, 1), (44, 1), (57, 1), (64, 97) |
| interview | I536 | (2, 1), (8, 1), (26, 1), (44, 1), (49, 1), (64, 2) |
| game | G500 | (2, 2), (6, 6), (7, 1), (10, 2), (11, 20), (14, 6), (15, 1), (22, 6), (26, 15), (28, 1), (32, 1), (33, 15), (34, 1), (36, 2), (42, 5), (43, 4), (44, 2), (46, 1) |
| developers | D141 | (2, 1), (6, 1), (10, 1), (14, 1), (17, 1), (27, 2), (42, 3), (43, 1), (44, 1) |
| involved | I514 | (2, 1), (11, 1), (33, 1), (42, 1), (44, 1), (57, 4), (64, 1) |
| 2014 | 2000 | (2, 1), (44, 1), (64, 1) |
| revolution | R143 | (2, 1), (27, 1), (44, 1) |
| tore | T600 | (2, 1), (44, 1) |
| trousers | T626 | (2, 1), (44, 1) |
| dance | D520 | (2, 1), (44, 1) |
| developer | D141 | (2, 1), (14, 1), (43, 1), (44, 1) |
| désiré | D260 | (2, 3), (23, 1), (44, 3) |
| athow | A300 | (2, 1), (44, 1) |
| managing | M525 | (2, 1), (4, 1), (44, 1), (57, 1) |
| musing | M252 | (2, 1), (23, 1), (44, 1) |
| four | F600 | (2, 1), (4, 1), (8, 1), (11, 2), (16, 4), (23, 1), (30, 3), (33, 5), (36, 2), (44, 1), (45, 2), (48, 3), (52, 1), (64, 3) |
| decades | D232 | (2, 1), (19, 1), (20, 1), (23, 1), (29, 1), (32, 1), (38, 1), (43, 1), (44, 1), (51, 1), (54, 1), (64, 1), (66, 1) |
| dabbled | D143 | (2, 1), (23, 1), (44, 1) |
| building | B435 | (2, 1), (10, 1), (44, 1), (63, 2) |
| hosting | H235 | (2, 1), (23, 1), (44, 1) |
| dhtml | D354 | (2, 1), (23, 1), (44, 1) |
| frames | F652 | (2, 1), (23, 1), (44, 1) |
| en | E500 | (2, 1), (44, 1), (59, 1) |
| vogue | V200 | (2, 1), (23, 1), (44, 1), (54, 1) |
| impact | I512 | (2, 1), (22, 1), (23, 1), (44, 1), (49, 2), (52, 1), (64, 4), (66, 1) |
| society | S230 | (2, 1), (23, 1), (38, 1), (44, 1), (50, 1), (53, 1) |
| start | S363 | (2, 1), (8, 1), (11, 2), (17, 1), (19, 1), (23, 1), (28, 1), (31, 3), (33, 2), (44, 1), (45, 1), (57, 4) |
| y2k | Y200 | (2, 1), (23, 1), (44, 1) |
| hysteria | H236 | (2, 1), (23, 1), (44, 1) |
| turn | T650 | (2, 1), (11, 5), (21, 2), (23, 1), (32, 1), (33, 7), (42, 2), (44, 1), (45, 2), (56, 1), (57, 1) |
| last | L230 | (2, 2), (8, 1), (11, 5), (16, 2), (19, 1), (21, 1), (23, 1), (25, 1), (27, 1), (32, 1), (34, 1), (37, 1), (43, 1), (44, 2), (45, 1), (47, 1), (49, 2), (55, 1), (57, 3), (60, 1), (64, 8), (65, 1), (66, 2) |
| millennium | M450 | (2, 1), (23, 1), (44, 1) |
| following | F452 | (2, 2), (16, 1), (21, 1), (30, 1), (44, 2), (48, 1), (60, 1), (64, 1) |
| stint | S353 | (2, 1), (44, 1) |
| joys | J200 | (2, 1), (44, 1) |
| global | G414 | (2, 6), (26, 1), (44, 6), (64, 1) |
| techfests | T212 | (2, 1), (44, 1) |
| heads | H320 | (2, 1), (21, 1), (44, 1) |
| affinity | A153 | (2, 1), (44, 1) |
| anything | A535 | (2, 1), (4, 1), (7, 2), (10, 2), (14, 1), (16, 1), (22, 1), (30, 1), (31, 1), (36, 1), (42, 2), (44, 1), (45, 3), (46, 2), (49, 1), (57, 3) |
| hardware | H636 | (2, 4), (17, 1), (19, 1), (20, 3), (25, 1), (28, 2), (29, 1), (32, 2), (43, 3), (44, 4) |
| staunchly | S352 | (2, 1), (44, 1) |
| refuses | R120 | (2, 1), (44, 1) |
| stop | S310 | (2, 1), (8, 1), (34, 1), (38, 1), (44, 1), (57, 3), (64, 3) |
| reviews | R120 | (2, 12), (4, 1), (7, 1), (8, 2), (10, 1), (11, 1), (14, 1), (15, 2), (16, 2), (17, 1), (19, 1), (20, 2), (21, 3), (22, 1), (24, 2), (25, 2), (26, 1), (28, 1), (29, 2), (30, 1), (31, 1), (32, 1), (33, 1), (34, 4), (35, 2), (36, 1), (41, 2), (42, 1), (43, 1), (44, 12), (45, 1), (46, 1) |
| obscure | O126 | (2, 1), (6, 1), (11, 1), (44, 1), (57, 1) |
| products | P632 | (2, 12), (16, 1), (19, 1), (21, 1), (23, 1), (34, 1), (44, 12), (57, 2) |
| cover | C160 | (2, 2), (16, 1), (44, 2), (54, 1), (64, 2) |
| niche | N200 | (2, 1), (43, 1), (44, 1) |
| b2b | B100 | (2, 1), (17, 1), (44, 1) |
| providers | P613 | (2, 1), (23, 1), (44, 1), (64, 1) |
| history | H236 | (2, 1), (14, 1), (21, 1), (44, 1), (46, 1), (64, 1) |
| plc | P420 | (2, 10), (44, 10) |
| 2008 | 2000 | (2, 1), (24, 1), (44, 1), (64, 1) |
| mostly | M234 | (2, 1), (33, 1), (34, 1), (44, 1), (57, 2) |
| plus | P420 | (2, 1), (8, 2), (15, 1), (16, 4), (24, 2), (31, 2), (33, 1), (34, 3), (35, 2), (44, 1), (45, 6) |
| couple | C140 | (2, 1), (11, 1), (26, 1), (44, 1), (57, 4) |
| overseas | O162 | (2, 1), (44, 1) |
| writers | W636 | (2, 5), (4, 1), (44, 5), (47, 1), (48, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 1) |
| spot | S130 | (2, 1), (8, 1), (35, 1), (37, 1), (44, 1), (46, 1), (57, 1), (60, 1) |
| breaking | B625 | (2, 2), (4, 1), (7, 1), (8, 1), (10, 1), (11, 1), (14, 1), (15, 1), (16, 1), (19, 1), (20, 2), (21, 1), (22, 1), (24, 1), (25, 1), (26, 1), (28, 1), (29, 2), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (41, 2), (42, 1), (43, 1), (44, 2), (45, 1), (46, 1) |
| slept | S413 | (2, 1), (44, 1) |
| quickly | Q240 | (2, 1), (30, 1), (44, 1), (45, 2), (46, 1) |
| grew | G600 | (2, 1), (44, 1), (48, 1), (54, 3) |
| biggest | B230 | (2, 3), (7, 1), (8, 1), (14, 1), (16, 1), (22, 1), (28, 1), (29, 1), (34, 3), (35, 1), (36, 1), (42, 1), (44, 3) |
| consumer | C525 | (2, 1), (16, 1), (24, 1), (31, 1), (34, 1), (44, 1) |
| position | P235 | (2, 1), (11, 2), (33, 1), (44, 1), (45, 1), (57, 1) |
| still | S340 | (2, 3), (4, 1), (8, 1), (11, 6), (16, 1), (19, 2), (20, 1), (22, 2), (24, 1), (25, 2), (26, 3), (28, 1), (31, 2), (32, 4), (34, 6), (43, 1), (44, 3), (46, 1), (49, 1), (57, 3), (60, 2), (64, 6) |
| holds | H432 | (2, 1), (21, 1), (34, 1), (44, 1), (45, 2) |
| day | D000 | (2, 2), (8, 1), (11, 4), (33, 3), (34, 7), (37, 1), (38, 1), (44, 2), (46, 1), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 2), (58, 1), (64, 8) |
| soon | S500 | (2, 1), (4, 2), (8, 1), (16, 1), (17, 2), (19, 1), (25, 1), (29, 1), (32, 1), (44, 1), (57, 1), (64, 2) |
| became | B250 | (2, 1), (7, 1), (21, 2), (44, 1), (48, 1), (57, 2) |
| expanded | E215 | (2, 1), (44, 1) |
| april | A164 | (2, 1), (11, 28), (21, 2), (44, 1), (59, 1), (60, 7), (64, 5), (67, 1) |
| 2012 | 2000 | (2, 2), (44, 2), (64, 2) |
| dedicated | D323 | (2, 2), (44, 2), (45, 1), (64, 1) |
| american | A562 | (2, 1), (44, 1), (55, 1), (64, 8) |
| hired | H630 | (2, 1), (44, 1) |
| san | S500 | (2, 1), (44, 1) |
| francisco | F652 | (2, 1), (44, 1) |
| york | Y620 | (2, 2), (11, 2), (44, 2), (54, 1), (64, 1) |
| city | C300 | (2, 1), (22, 1), (26, 1), (44, 1), (54, 1), (64, 1) |
| offices | O120 | (2, 2), (44, 2) |
| october | O231 | (2, 1), (16, 1), (17, 1), (44, 1) |
| australia | A236 | (2, 5), (44, 5), (60, 2) |
| leveraging | L162 | (2, 1), (17, 1), (44, 1) |
| existing | E235 | (2, 1), (23, 1), (28, 1), (35, 1), (44, 1), (59, 1) |
| presence | P625 | (2, 1), (17, 1), (37, 1), (44, 1) |
| sydney | S350 | (2, 2), (44, 2) |
| hire | H600 | (2, 1), (44, 1), (64, 1) |
| steadily | S340 | (2, 1), (4, 1), (17, 1), (44, 1) |
| one | O500 | (2, 3), (4, 1), (6, 3), (7, 1), (8, 4), (11, 15), (14, 1), (16, 6), (20, 1), (22, 2), (23, 2), (24, 1), (27, 1), (28, 1), (30, 3), (31, 2), (33, 10), (34, 10), (35, 2), (36, 2), (37, 1), (41, 2), (42, 4), (43, 1), (44, 3), (45, 11), (46, 2), (49, 1), (54, 2), (56, 5), (57, 11), (60, 3), (61, 2), (64, 6), (66, 2) |
| country | C536 | (2, 1), (44, 1), (48, 1), (57, 3), (64, 25) |
| leading | L352 | (2, 1), (14, 1), (20, 1), (21, 1), (44, 1), (45, 1), (48, 2) |
| sites | S320 | (2, 2), (10, 1), (34, 1), (44, 2) |
| began | B250 | (2, 1), (11, 1), (21, 1), (44, 1), (54, 1), (64, 2), (67, 1) |
| awards | A632 | (2, 2), (44, 2) |
| program | P626 | (2, 1), (10, 1), (44, 1), (54, 1), (64, 15) |
| 2015 | 2000 | (2, 1), (44, 1), (64, 3) |
| recognize | R252 | (2, 1), (24, 1), (44, 1), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 1), (58, 1) |
| award | A630 | (2, 1), (44, 1), (49, 1) |
| companies | C515 | (2, 1), (24, 1), (37, 1), (44, 1), (59, 2), (60, 1), (64, 7) |
| deserving | D261 | (2, 1), (44, 1) |
| applause | A142 | (2, 1), (44, 1) |
| year | Y600 | (2, 2), (11, 4), (16, 5), (20, 1), (21, 2), (25, 1), (26, 1), (31, 1), (33, 1), (34, 1), (36, 1), (37, 1), (44, 2), (52, 2), (57, 3), (62, 1), (64, 7), (65, 1) |
| check | C200 | (2, 2), (8, 1), (11, 1), (19, 1), (22, 2), (30, 1), (34, 1), (44, 2), (45, 4), (46, 1), (57, 4) |
| choice | C200 | (2, 1), (11, 3), (41, 1), (44, 1), (45, 1), (64, 1) |
| 2022 | 2000 | (2, 2), (14, 1), (16, 1), (17, 1), (21, 1), (25, 2), (31, 1), (38, 1), (41, 1), (44, 2), (57, 1), (64, 11), (66, 3) |
| page | P200 | (2, 4), (11, 5), (15, 2), (19, 3), (26, 1), (33, 1), (44, 4) |
| winners | W562 | (2, 1), (44, 1) |
| image | I520 | (2, 4), (4, 2), (8, 3), (11, 1), (14, 4), (15, 2), (16, 3), (17, 2), (19, 1), (20, 5), (21, 1), (22, 2), (25, 1), (26, 2), (28, 1), (29, 1), (30, 1), (32, 2), (34, 3), (36, 1), (43, 1), (44, 4), (45, 1), (46, 2), (61, 1), (64, 16), (67, 4) |
| credit | C630 | (2, 4), (4, 2), (8, 3), (11, 1), (14, 4), (15, 2), (16, 3), (17, 1), (19, 1), (20, 3), (21, 1), (22, 2), (25, 1), (26, 2), (28, 1), (29, 1), (30, 1), (32, 2), (36, 1), (43, 1), (44, 4), (45, 1), (46, 1), (59, 1), (61, 2), (63, 2), (64, 15), (66, 2) |
| core | C600 | (2, 1), (16, 2), (25, 1), (27, 3), (34, 2), (44, 1), (60, 1), (64, 1), (66, 3) |
| spread | S163 | (2, 1), (44, 1), (45, 1) |
| reliable | R414 | (2, 4), (43, 1), (44, 4), (57, 1) |
| reporting | R163 | (2, 1), (44, 1) |
| continued | C535 | (2, 1), (17, 1), (27, 1), (44, 1), (64, 4) |
| rapidly | R134 | (2, 1), (4, 1), (19, 1), (44, 1), (57, 1), (64, 1) |
| expand | E215 | (2, 1), (17, 1), (31, 1), (44, 1) |
| reach | R200 | (2, 2), (27, 1), (36, 1), (44, 2), (57, 1), (59, 1), (61, 2), (64, 3) |
| licensed | L252 | (2, 2), (44, 2) |
| 10 | 1000 | (2, 2), (11, 5), (20, 1), (27, 1), (33, 1), (44, 2), (61, 2), (64, 2) |
| additional | A354 | (2, 1), (10, 1), (44, 1), (45, 1), (48, 1), (64, 1) |
| countries | C536 | (2, 1), (7, 1), (16, 2), (44, 1), (56, 1), (57, 3), (64, 2) |
| available | A141 | (2, 3), (7, 2), (17, 2), (21, 2), (25, 1), (28, 1), (29, 2), (30, 4), (31, 3), (34, 1), (41, 1), (44, 3), (45, 1), (57, 2), (63, 1), (64, 2) |
| different | D165 | (2, 1), (11, 1), (15, 1), (31, 3), (33, 5), (38, 2), (44, 1), (45, 9), (47, 1), (56, 2), (57, 6), (62, 1), (64, 7) |
| languages | L520 | (2, 3), (44, 3), (57, 1) |
| readers | R362 | (2, 6), (34, 2), (44, 6) |
| canada | C530 | (2, 1), (44, 1), (64, 1) |
| europe | E610 | (2, 1), (16, 4), (26, 1), (29, 1), (44, 1), (63, 1), (64, 12) |
| honored | H563 | (2, 1), (44, 1) |
| set | S300 | (2, 1), (16, 1), (21, 1), (26, 2), (29, 1), (32, 2), (33, 1), (35, 2), (36, 1), (42, 1), (44, 1), (45, 1), (46, 2), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 2), (58, 1), (60, 2), (62, 1), (64, 1) |
| eyeballs | E142 | (2, 1), (8, 1), (44, 1) |
| focus | F200 | (2, 1), (10, 1), (17, 1), (34, 2), (38, 1), (44, 1), (48, 1), (56, 1) |
| whatever | W316 | (2, 1), (6, 1), (16, 1), (29, 1), (32, 1), (43, 1), (44, 1), (57, 2) |
| someone | S500 | (2, 1), (8, 1), (15, 1), (35, 1), (44, 1) |
| somewhere | S560 | (2, 1), (11, 1), (44, 1) |
| working | W625 | (2, 2), (14, 1), (16, 1), (20, 1), (21, 2), (29, 1), (32, 1), (44, 2), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 2), (57, 2), (58, 1), (64, 3) |
| bring | B652 | (2, 3), (16, 1), (21, 1), (26, 1), (29, 1), (41, 2), (44, 3), (64, 1) |
| guides | G320 | (2, 3), (17, 1), (44, 3), (49, 1) |
| care | C600 | (2, 1), (44, 1) |
| hand | H530 | (2, 1), (4, 1), (10, 1), (15, 1), (21, 1), (36, 1), (44, 1), (56, 2), (57, 1), (58, 2) |
| analysis | A542 | (2, 3), (4, 1), (7, 1), (8, 2), (10, 1), (11, 2), (14, 1), (15, 1), (16, 1), (19, 2), (20, 2), (21, 1), (22, 1), (24, 1), (25, 1), (26, 1), (28, 1), (29, 2), (30, 1), (31, 1), (32, 2), (33, 2), (34, 1), (35, 1), (36, 1), (41, 1), (42, 1), (43, 1), (44, 3), (45, 1), (46, 1), (57, 2), (63, 2) |
| carefully | C614 | (2, 1), (44, 1), (57, 1) |
| selected | S423 | (2, 1), (44, 1) |
| include | I524 | (2, 1), (7, 1), (11, 1), (23, 1), (28, 1), (33, 2), (44, 1), (45, 1), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 2), (57, 2), (58, 1), (64, 5), (65, 1) |
| want | W530 | (2, 8), (10, 2), (11, 5), (14, 2), (15, 2), (16, 2), (22, 2), (23, 1), (26, 2), (29, 1), (31, 1), (33, 6), (34, 7), (35, 1), (42, 1), (43, 4), (44, 8), (45, 8), (49, 1), (57, 5), (64, 1) |
| try | T600 | (2, 1), (15, 2), (17, 2), (19, 1), (33, 1), (34, 1), (44, 1), (45, 1), (46, 1), (57, 1), (64, 1) |
| give | G100 | (2, 1), (11, 2), (16, 1), (28, 1), (33, 1), (34, 1), (38, 1), (44, 1), (46, 2), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 2), (57, 1), (58, 1), (61, 1), (64, 2) |
| inside | I523 | (2, 1), (29, 1), (34, 2), (44, 1), (45, 5), (52, 3), (60, 1), (63, 1) |
| scoop | S210 | (2, 1), (8, 1), (35, 1), (44, 1) |
| actually | A234 | (2, 1), (6, 2), (11, 1), (16, 1), (19, 1), (20, 1), (44, 1), (45, 2), (46, 2), (52, 1), (56, 1), (57, 10), (58, 1), (61, 2), (64, 1) |
| means | M520 | (2, 3), (4, 3), (10, 2), (11, 1), (14, 1), (16, 1), (21, 1), (23, 1), (25, 1), (26, 1), (28, 1), (30, 1), (34, 3), (43, 1), (44, 3), (45, 6), (53, 1), (57, 1), (61, 1), (64, 2) |
| extra | E236 | (2, 1), (11, 1), (15, 1), (16, 1), (21, 1), (31, 1), (32, 1), (34, 1), (36, 1), (44, 1), (45, 1) |
| mile | M400 | (2, 1), (36, 1), (44, 1) |
| comes | C520 | (2, 1), (8, 1), (16, 4), (17, 1), (21, 1), (29, 1), (33, 1), (34, 1), (35, 2), (38, 1), (44, 1), (45, 4), (57, 1), (64, 1) |
| happening | H152 | (2, 1), (10, 1), (16, 1), (44, 1), (57, 2), (64, 1) |
| behind | B530 | (2, 2), (4, 1), (11, 2), (14, 1), (22, 1), (24, 1), (26, 1), (34, 2), (36, 1), (44, 2), (45, 1), (49, 1), (65, 1), (66, 1) |
| scenes | S252 | (2, 1), (44, 1) |
| published | P142 | (2, 1), (10, 2), (19, 1), (24, 1), (32, 1), (38, 1), (43, 1), (44, 1), (46, 2), (47, 1), (49, 7), (57, 9), (64, 2) |
| hundreds | H536 | (2, 1), (44, 1), (64, 2) |
| articles | A632 | (2, 2), (8, 1), (11, 1), (15, 1), (25, 1), (33, 1), (35, 1), (41, 1), (44, 2), (47, 1), (48, 1), (49, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 22), (60, 1) |
| perspective | P621 | (2, 1), (21, 1), (44, 1), (57, 1), (64, 1) |
| something | S535 | (2, 2), (4, 3), (8, 1), (20, 1), (23, 1), (24, 1), (28, 1), (30, 2), (33, 1), (34, 1), (41, 1), (42, 1), (44, 2), (45, 1), (46, 1), (49, 1), (53, 1), (57, 9), (67, 1) |
| great | G630 | (2, 1), (21, 1), (25, 1), (28, 1), (32, 1), (33, 1), (34, 15), (41, 1), (42, 1), (44, 1), (45, 3), (57, 3), (60, 1), (62, 1), (64, 2) |
| longer | L526 | (2, 1), (8, 1), (15, 1), (16, 1), (25, 1), (28, 1), (31, 1), (34, 1), (44, 1), (57, 1), (61, 1), (64, 2) |
| without | W300 | (2, 2), (4, 1), (6, 1), (10, 2), (11, 1), (22, 1), (34, 2), (38, 2), (41, 1), (42, 1), (44, 2), (45, 5), (46, 1), (56, 1), (59, 1), (60, 2), (64, 2) |
| simply | S514 | (2, 1), (8, 1), (11, 1), (30, 1), (33, 2), (34, 3), (36, 1), (41, 1), (44, 1), (45, 1) |
| avoid | A130 | (2, 1), (10, 1), (17, 1), (34, 8), (44, 1), (45, 13), (48, 1), (57, 1) |
| fans | F520 | (2, 2), (4, 1), (7, 3), (8, 4), (14, 1), (21, 1), (25, 1), (34, 4), (35, 1), (44, 2), (45, 1) |
| going | G520 | (2, 2), (4, 2), (8, 3), (11, 2), (15, 1), (16, 3), (19, 1), (20, 5), (22, 1), (25, 1), (28, 1), (29, 3), (38, 1), (43, 1), (44, 2), (54, 1), (57, 11), (64, 3) |
| pride | P630 | (2, 1), (44, 1) |
| independence | I531 | (2, 3), (44, 3) |
| process | P620 | (2, 1), (4, 1), (10, 2), (16, 1), (17, 1), (34, 3), (44, 1), (45, 1), (56, 2), (57, 1) |
| attention | A353 | (2, 1), (44, 1), (56, 3), (57, 3), (60, 1) |
| review | R100 | (2, 6), (21, 1), (30, 1), (34, 4), (44, 6), (45, 6), (49, 1), (56, 4), (57, 14) |
| making | M252 | (2, 1), (15, 1), (19, 1), (23, 1), (25, 1), (27, 1), (30, 2), (34, 3), (38, 1), (44, 1), (45, 4), (56, 1), (57, 5), (61, 1), (64, 1) |
| sure | S600 | (2, 3), (8, 4), (15, 1), (21, 1), (23, 1), (27, 1), (29, 1), (32, 1), (34, 5), (35, 1), (43, 1), (44, 3), (45, 1), (46, 1), (49, 1), (55, 1), (64, 1) |
| constantly | C523 | (2, 1), (44, 1) |
| updated | U130 | (2, 1), (15, 1), (29, 1), (31, 1), (34, 1), (44, 1) |
| maintained | M535 | (2, 1), (44, 1) |
| regardless | R263 | (2, 1), (44, 1) |
| device | D120 | (2, 3), (20, 1), (21, 4), (23, 2), (27, 1), (32, 1), (34, 4), (44, 3), (45, 1) |
| released | R423 | (2, 1), (7, 2), (14, 4), (21, 1), (22, 1), (35, 1), (44, 1), (64, 4), (67, 1) |
| radar | R360 | (2, 1), (34, 1), (44, 1), (64, 1) |
| assembled | A251 | (2, 1), (44, 1) |
| finest | F523 | (2, 1), (44, 1) |
| journalists | J654 | (2, 2), (44, 2) |
| planet | P453 | (2, 1), (44, 1), (60, 2), (63, 1), (64, 2), (66, 6), (67, 1) |
| field | F430 | (2, 1), (44, 1), (57, 2) |
| write | W630 | (2, 2), (7, 1), (10, 2), (14, 1), (17, 2), (22, 1), (36, 1), (42, 1), (44, 2), (46, 1), (49, 1), (56, 1), (57, 2) |
| promise | P652 | (2, 2), (44, 2) |
| take | T200 | (2, 2), (7, 1), (11, 1), (20, 1), (24, 1), (34, 2), (35, 2), (42, 1), (44, 2), (45, 5), (48, 1), (49, 1), (56, 1), (57, 5), (64, 7) |
| payment | P530 | (2, 1), (44, 1) |
| product | P632 | (2, 8), (10, 1), (17, 1), (21, 4), (22, 1), (37, 1), (44, 8), (45, 2) |
| ever | E160 | (2, 1), (8, 1), (16, 1), (44, 1), (45, 1), (57, 1), (59, 1), (60, 1), (66, 1) |
| select | S423 | (2, 1), (23, 1), (33, 1), (44, 1), (45, 1) |
| believe | B410 | (2, 1), (7, 1), (8, 1), (16, 1), (29, 1), (44, 1), (53, 1), (57, 2), (60, 1), (64, 1) |
| advertisers | A316 | (2, 1), (44, 1) |
| hear | H600 | (2, 1), (16, 1), (31, 1), (44, 1), (46, 1), (48, 1), (49, 2), (60, 1) |
| say | S000 | (2, 1), (6, 1), (8, 4), (11, 1), (21, 1), (24, 1), (28, 1), (44, 1), (52, 1), (55, 1), (57, 21), (64, 1) |
| see | S000 | (2, 3), (4, 1), (7, 2), (8, 5), (11, 3), (14, 1), (15, 3), (16, 2), (19, 3), (20, 2), (22, 1), (24, 1), (25, 5), (26, 1), (29, 3), (32, 1), (33, 2), (34, 2), (35, 1), (36, 3), (38, 2), (42, 2), (44, 3), (46, 1), (47, 1), (48, 1), (51, 1), (52, 1), (53, 1), (54, 1), (55, 1), (56, 1), (57, 12), (60, 2), (61, 1), (62, 1), (64, 4) |
| expert | E216 | (2, 1), (11, 2), (33, 2), (38, 2), (44, 1), (49, 2), (57, 1) |
| reviewers | R162 | (2, 1), (4, 1), (44, 1), (57, 5) |
| rubbish | R120 | (2, 1), (44, 1), (57, 7) |
| warn | W650 | (2, 1), (44, 1) |
| high | H200 | (2, 1), (8, 1), (16, 1), (21, 1), (25, 1), (34, 4), (37, 1), (43, 1), (44, 1), (45, 1), (47, 1), (48, 1), (55, 1), (57, 1), (64, 2) |
| standards | S353 | (2, 6), (44, 6) |
| minimum | M500 | (2, 1), (43, 1), (44, 1) |
| acceptable | A213 | (2, 1), (44, 1) |
| number | N516 | (2, 3), (4, 1), (31, 1), (33, 7), (34, 1), (37, 1), (38, 1), (44, 3), (45, 2), (47, 2), (48, 2), (49, 2), (50, 3), (51, 2), (52, 2), (53, 2), (54, 2), (55, 2), (56, 2), (57, 9), (58, 2), (60, 1), (64, 1) |
| days | D200 | (2, 1), (11, 4), (25, 1), (43, 1), (44, 1), (62, 1), (64, 3) |
| required | R263 | (2, 1), (6, 1), (16, 1), (44, 1), (45, 1), (57, 2) |
| ensure | E526 | (2, 4), (14, 1), (20, 1), (29, 1), (34, 1), (37, 1), (44, 4), (45, 2) |
| thoroughly | T624 | (2, 1), (34, 1), (44, 1), (57, 1) |
| living | L152 | (2, 1), (44, 1), (48, 1) |
| please | P420 | (2, 5), (34, 1), (44, 5), (47, 3), (48, 3), (49, 2), (51, 3), (52, 3), (53, 3), (54, 3), (55, 3), (56, 3), (57, 5), (58, 2), (64, 1) |
| endeavor | E531 | (2, 1), (44, 1) |
| put | P300 | (2, 1), (10, 1), (16, 1), (35, 1), (42, 1), (44, 1), (45, 2), (48, 1), (57, 4), (64, 3) |
